2026-06-25 01:01:35 | INFO     | [starlette.middleware.sessions:send_wrapper:86] - [uvicorn.error] 127.0.0.1:50740 - "WebSocket /_stcore/stream" [accepted]
2026-06-25 01:01:35 | INFO     | [websockets.legacy.server:handler:161] - [uvicorn.error] connection open
2026-06-25 01:01:36 | INFO     | [asyncio.events:_run:80] - [uvicorn.error] connection closed
2026-06-25 01:01:39 | INFO     | [__main__:<module>:16] - Arbitrator starting | exchanges=['mexc', 'bitget', 'gate', 'bingx']
2026-06-25 01:01:39 | INFO     | [__main__:<module>:16] - Arbitrator starting | exchanges=['mexc', 'bitget', 'gate', 'bingx']
2026-06-25 01:01:39 | INFO     | [__main__:<module>:16] - Arbitrator starting | exchanges=['mexc', 'bitget', 'gate', 'bingx']
2026-06-25 01:01:39 | INFO     | [__main__:<module>:16] - Arbitrator starting | exchanges=['mexc', 'bitget', 'gate', 'bingx']
2026-06-25 01:01:40 | INFO     | [arbitrator.presentation.streamlit_app:run:104] - UI run | section=Screener
2026-06-25 01:01:40 | INFO     | [arbitrator.presentation.streamlit_app:run:104] - UI run | section=Screener
2026-06-25 01:01:45 | INFO     | [__main__:<module>:16] - Arbitrator starting | exchanges=['mexc', 'bitget', 'gate', 'bingx']
2026-06-25 01:01:45 | INFO     | [arbitrator.presentation.streamlit_app:run:104] - UI run | section=Closed orders
2026-06-25 01:01:47 | INFO     | [__main__:<module>:16] - Arbitrator starting | exchanges=['mexc', 'bitget', 'gate', 'bingx']
2026-06-25 01:01:47 | INFO     | [arbitrator.presentation.streamlit_app:run:104] - UI run | section=Closed orders
2026-06-25 01:01:47 | INFO     | [__main__:<module>:16] - Arbitrator starting | exchanges=['mexc', 'bitget', 'gate', 'bingx']
2026-06-25 01:01:47 | INFO     | [arbitrator.presentation.streamlit_app:run:104] - UI run | section=Closed orders
2026-06-25 01:01:47 | INFO     | [arbitrator.exchanges.ccxt_base:_ensure_open:938] - Exchange client opened | exchange=mexc
2026-06-25 01:01:48 | INFO     | [arbitrator.exchanges.ccxt_base:_ensure_open:938] - Exchange client opened | exchange=bitget
